,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating
85788,,,,3.75,,,,,2.5,,,,4.0,,,,,,,
85796,,,,3.0,,,,,,,,,1.5,,,,,,,
85881,3.5,,,3.5,,,,,2.5,,,4.0,3.5,,,,,,,
86000,,,,,,,,4.5,,,,,5.0,,,,,,,
86014,,,,,,,,,,,,,3.0,,,,,,,
86028,2.0,,,,,,,,,,,,,,,,,,,
86059,1.0,,,,,,,,,,,,,,,,,,,
86142,3.0,,,4.0,2.5,,,,,,,,,,,,,,,
86190,2.5,,,3.25,,,,4.5,1.5,,,,,,,4.0,,,,
86290,,,,3.5,,,,,,,,,,,,,,,,
86293,2.0,,,2.0,,,,,,,,,2.5,,,,,4.5,,
86298,2.0,,3.5,4.0,,,4.0,,,,,,,,,,,,,
86320,,,,3.67,,,,5.0,3.5,,,,,,,,4.5,,,
86332,2.83,,,3.5,,,4.0,5.0,1.0,,,,3.33,,,3.5,,4.5,,
86345,,,,4.0,,,,5.0,,,,,3.75,,,,,,,
86347,,,,3.75,,,,5.0,,,,,4.0,,,,,,4.0,
86377,,,,4.0,,,,5.0,,,,,4.0,,,5.0,5.0,,4.5,4.0
86487,,,,5.0,,,,,,,,,,,,,,,,
86504,,,,,,4.0,,,,,,,,,,5.0,4.5,,,
86548,3.5,,,,,,,5.0,,,,,,,,,,,,
86593,2.5,,,,,,,,,,,,,,,,,,,
86626,,,,,,,,,,,,,,,,,4.0,,,
86644,2.5,,,2.25,,,,,1.5,,,,,,,,,4.0,,
86721,,,,3.0,,,,,,,,,,,,,,,,
86781,,4.5,,,2.5,,,,5.0,,,,,,,,,,,
86817,,,,,,,,,,,,,,,,,,5.0,,
86833,3.0,3.5,,4.0,,,,,4.0,,,,3.0,,,,,,,
86835,2.5,,,,,,,,,,,,1.5,,,1.5,,,,
86852,,,,,,,,,,,,,3.0,,,,,,,
86864,,,,4.0,,,,,,,,,,,,,,,,
86880,2.0,,,4.0,2.5,,3.5,4.0,0.5,,,,,,,,,,,4.0
86882,3.7,,4.0,4.38,,4.0,4.5,,2.33,,,,,5.0,,,4.0,,4.5,5.0
86884,,,,,,,,,,,,,4.0,,,,,,,
86892,,,,3.0,,,,,,,,,,,,,,,,
86898,,,,,,,,,3.5,,,,,,,,,,,
86911,2.5,3.5,,2.5,3.0,,,,1.0,,,,2.0,,,4.0,,,,3.0
86982,,,,2.0,,,,,,,,,,,,,,,,
87192,3.5,,,4.5,,,,,,,,,3.0,,,,,,,
87205,,,,,,,,,1.5,,,,,,,,,,,
87218,,,,3.5,,,,,,,,,,,,,,,,
87222,3.33,,,4.0,,,,5.0,4.0,,,,,,,,,,,
87232,4.0,4.0,,4.08,,,4.5,4.88,1.5,,,,3.6,,,3.67,4.0,4.25,,
87234,,,,4.0,,,,,3.5,,,,,,,,,,,
87298,3.0,,,2.83,,,,,,,,,,,,,,,,
87304,,,,4.5,,,,,0.5,,,,4.0,,,,,,,
87306,3.5,,,3.25,,,4.5,,1.0,,,,4.5,,,3.5,,,,
87383,,,,3.0,,,,,,,,,,,,,,,,
87430,1.83,,,3.0,,,,,0.5,,,,2.75,,,2.5,,4.0,,
87444,1.5,,,,,,,,,,,,,,,,,,,
87483,2.0,,,,,,,,,,,,,,,,,,,
87485,2.17,,,2.62,,,,,1.0,,,,,,,,,,,
87520,1.17,4.0,,3.0,,,,,4.5,,,,2.75,,,4.0,,,,
87522,,,4.5,,,,,,,,,,1.0,,,,,,,
87529,1.75,,,,,,,,,,,,0.5,,,,,,,
87598,,,,3.0,,,,,,,,,,,,,,,,
87660,,,,4.5,,,,,,,,,,,,,,,,
87785,2.0,,,,,,,,,,,,,,,,,,,
87869,2.5,,,3.25,,,,,2.5,,,,2.75,3.0,,3.5,,,,
87876,1.5,,,,,,,,,,,,,,,,,,,
87884,,,,,,,,,,,,,,,,,3.5,,,
87930,,,,,,,,,2.0,,,,,,,,,,,
87975,,,3.0,,,,,,,,,,,,,,,,,
88024,,,,2.5,,,,,,,,,,,,,,,,
88106,,,,,,,,,,,,,,,,,3.5,,,
88118,,,,4.0,,,,,,,,,,,,,,,,
88125,3.5,4.58,,4.0,,,4.5,4.88,3.5,,,,4.25,,,4.0,4.25,4.5,4.0,
88129,4.0,4.0,,3.83,2.5,,4.0,,3.25,,,,4.5,4.5,,3.5,4.5,5.0,,
88140,3.5,,,3.0,,,4.5,5.0,1.0,,,,4.0,5.0,,3.5,4.0,4.17,,
88163,3.5,,2.5,3.3,,,,5.0,2.75,,,,3.5,,,,5.0,5.0,,
88179,4.0,,,,,,,,,,,,,,,,,4.5,,
88235,,,,4.0,,,,,,,,,,,,,,,,
88267,2.0,,,,,,,,,,,,4.5,,,,,,,
88272,,,,,,,,,2.0,,,,,,,,,,,
88345,,,,,,,,4.0,,,,,,,,,,,,
88356,2.25,,,,,,,,1.5,,,,,,,,,,,
88380,3.5,,,,,,,,,,,,,,,,,,,
88405,2.5,,3.5,3.5,,,,,,,,,3.25,,,,,,,
88672,3.0,,,3.5,,,,,,,,,,,,,,4.5,,
88682,,,,4.0,,,,,,,,,,,,,4.0,,,
88744,3.25,3.5,,3.57,,,4.0,4.5,4.5,,,,3.75,5.0,,4.0,4.0,3.83,,2.5
88785,2.0,,,3.0,,,,,,,,,,,,,,,,
88810,4.5,,,4.0,3.0,4.5,5.0,5.0,3.0,,,4.5,2.0,,,,5.0,4.0,2.0,
88812,2.75,,,3.25,,,,,,,,,3.25,,,,,,,
88879,2.5,,,,,,,,,,,,,,,,,,,
88932,,,,,,,,,,,,,,,,,1.0,,,
88950,,,,,,,,,0.5,,,,,,,,,,,
88954,,,,,,,,,1.5,,,,,,,,,,,
89000,,,,,,,,,,,,,,,,,3.5,,,
89030,2.5,,,,,,,,,,,,,,,3.0,,,,
89039,,,,3.75,,,,,,,,,,,,,4.0,,,
89045,,,,,,,,4.5,,,,,,,,,,,,
89047,,,,3.5,,,,,,,,,,,,,,,,
89072,,,,3.5,,,,,,,,,,,,,,,,
89085,,,,4.5,,,,,,,,,,,,,,,,
89087,2.25,,,,,,,,,,,,,,,,,,,2.5
89090,,,,,,,,,1.5,,,,,,,,,,,
89102,2.0,,,,,,,,,,,,,,,,,,,
89118,,,,,,,,,3.0,,,,,,,,,,,2.0
89194,3.0,,,,,,,,,,,,,,,,,,,
89203,,,,4.0,,,,,,,,,,,,,,,,
89260,,,,4.0,,,,,,,,,,,,,,,,
89300,,,,,,,,,,,,,3.5,,,,,,,
89305,4.0,,,,,,,,,,,,,,,,,,,
89321,,,,2.0,,,,,,,,,,,,,,,,
89337,,,,,,,,,3.0,,,,,,,,,,,
89343,3.0,,,3.5,,,,,,,,,4.0,,,,,,,
89356,,,,,,,,,,,,,,,,,3.5,,,
89388,1.0,,,,,,,,,,,,,,,,,,,
89408,,,,3.0,,,,,,,,,,,,,,,,
89427,1.5,,,,,,,,,,,,,,,,,,,
89470,3.25,,,3.67,,,,5.0,1.5,,,,,,,4.0,,,,
89492,3.83,4.0,,3.88,,,,4.67,2.5,,,,4.0,,,,4.0,,,
89678,,,,3.5,,,,,,,,,,,,,,,,
89745,3.88,4.43,,3.38,,,4.5,4.71,3.0,,,,4.12,,,4.33,3.67,4.83,2.0,2.5
89753,,,,3.5,,,,,,,,,,,,,,,,
89759,,5.0,,,,,,,,,,,4.0,,,,4.5,,3.0,
89761,3.5,,,,,,,,,,,,,,,,,,,
89774,2.5,,,4.25,,,,,,,,,,,,3.5,,5.0,,
89804,3.5,,,4.17,,,,3.75,,,,5.0,3.5,,,,,,,
89837,,,,2.5,,,,,4.0,,,,,,,,,,,
89840,1.5,,,,,,,,1.0,,,,,,,,3.5,,,
89864,4.0,4.25,,3.5,,,4.0,5.0,2.5,,,,,,,,,4.0,2.0,5.0
89870,,,,,,,,,,,,,,,,,4.5,,,
89881,,,,4.0,,,,,,,,,,,,,,,,
89904,4.0,,,3.75,1.5,,,,,,,,,,,,5.0,,5.0,
90057,,,,4.0,,,,,,,,,,,,,,,,
90061,,,,,,,,,,,,,,,,,,,5.0,
90249,2.75,,,,,,,,3.5,,,,,,,,,,,
90266,,,,3.0,,,,,2.5,,,,,,,,,,,
90343,2.5,,,,,,,,,,,,,,,,,,,
90345,,,,3.5,,,,,,,,,,,,,,,,
90357,,,,,,,,,4.0,,,,,,,,,,,
90374,3.0,,,3.5,,,,,2.0,,,,4.0,,,,3.5,,,
90376,2.0,,,3.75,,4.0,,,,,,,4.0,,,,,,,
90403,,,,,,,,3.0,,,,,,,,,,,,
90405,3.25,,4.0,3.75,,,,4.0,,,,,3.0,2.5,,3.0,,,,
90428,,,,3.0,,,,,4.5,,,,,,,,,,,5.0
90430,,,,3.5,,,,5.0,,,,,,,,,,,,
90439,3.0,,,3.83,,,,,0.5,,,,,,,,,,,4.5
90469,,,,2.33,,,,,,,,,,,,,,,,
90522,2.0,,,,,,,,,,,,,,,,,,,
90524,2.0,,,,,,,,,,,,,,,,,,,
90531,,3.5,,3.5,,,,5.0,3.25,,,,,,,,,,,
90576,,,3.5,,,,,,,,,,,,,,,5.0,,
90600,,,,,,,,,3.5,,,,4.0,,,,,,,5.0
90603,,,,,,,,,2.5,,,,,,,,,,,
90647,2.0,,1.5,3.5,,,,,3.0,,,,,,,,,,,
90717,3.0,,,3.0,,,,,,,,,,,,,,,,
90719,2.5,,,3.5,,,,,,,,,,,,,,,,
90738,1.5,,,,,,,,,,,,,,,,,,,
90746,3.5,,4.0,3.5,,,,,1.5,,,,4.0,,,3.5,,,,
90863,,,,,,,,,,,,,,,,,4.5,,,
90866,3.83,,,3.83,2.0,,,,1.75,,,,,,,3.25,3.75,5.0,2.0,
90870,,,,,,,,,0.5,,,,,,,,,,,
90888,,3.0,,,,,,,,,,,,,,2.5,,,,
90890,2.0,,,,,,,1.0,,,,,,,,,,,,
90947,,,,,,,,,,,,,4.0,,,,,,,
91077,3.75,,,3.83,,,,,,,,,,,,,,,,
91094,3.25,,,4.5,,,,,,,,,,,,,,,,
91104,0.5,,,,,,,,4.5,,,,,,,,,,,
91126,3.5,,,,,,,,,,,,,,,,,,,
91128,3.0,,,,,,,,,,,,,,,,,,,
91134,,,,3.0,,,,,,,,,,,,,,,,
91199,,,,,,,,,,,,,4.0,,,,3.5,,,
91273,1.5,,,,,,,,,,,,,,,,,,,
91286,,,,4.0,,,,,,,,,,,,,,,,
91323,1.5,,,,,,,,,,,,,,,,,,,
91325,2.0,,,,,,,,,,,,,,,,,,,
91355,,,,,,,3.5,,,,,,,,,,,,,
91414,,,,3.0,,,,,,,,,,,,,,,,
91470,1.5,,,,,,,,,,,,,,,,,,,
91483,1.5,,,2.5,,,,,,,,,,,,,,,,
91485,2.0,,,3.5,,,,4.0,,,,,,,,2.5,,,,
91488,,,,,,,,,2.5,,,,,,,,,,,
91500,2.92,,5.0,3.62,,1.0,4.67,4.17,0.75,,,,3.6,3.0,,3.0,3.0,3.25,5.0,2.0
91505,,,,,,,,,1.0,,,,,,,,,,,
91529,3.42,3.75,,3.79,3.0,,4.25,4.7,1.75,,,,3.67,,,3.75,3.17,4.5,4.0,2.0
91535,2.62,,,,,,,4.5,2.0,,,,,,,,,3.0,,
91542,3.38,4.33,4.5,3.5,,,4.5,5.0,1.0,,,,3.62,,,4.0,4.0,4.0,2.5,3.5
91548,,,,,,,4.0,,,,,,,,,,,,,
91582,,,,2.5,,,,,,,,,,,,,,,,
91610,,,,2.0,,,,,,,,,,,,,,,,
91622,,,,2.5,,,,,,,,,,,,,,,,
91628,1.75,,,,,,,,,,,,,,,,,,,
91630,3.0,,,3.75,,,,4.5,2.5,,,,4.0,5.0,,,,,,4.0
91653,4.0,,,3.5,,,,,3.0,,,,,,,,,,,
91658,3.67,4.0,3.0,4.12,,,,,4.0,,,,3.5,,,3.75,,3.5,,4.5
91660,1.5,,,,,,,,,,,,,,,,,,,
91673,,,,,,,,,,,,,,,,,,,,5.0
91688,1.5,,,,,,,,,,,,,,,,,,,
91690,,,,,,,,,,,,,,,,,,,,5.0
91842,1.75,,,3.0,,,,,3.0,,,,,,,,,,,
91869,,,,,,,,,3.0,,,,,,,,,,,
91873,1.5,,,,,,,,,,,,,,,,,,,
91886,4.0,,,,,,,,,,,,,,,,,,,
91890,,,,3.5,,,,,,,,,,,,,,,,
91935,2.5,,,,,,,,,,,,,,,,,,,
91947,,,,,,,,,,,,,3.5,,,,,,,
91974,3.0,,,3.0,,,,,,,,,,,,2.0,,,,
91976,1.0,,,3.0,,,,,,,,,,,,,,,,
91978,,,4.5,,,,,4.5,,,,,,,,,,,,
92004,,,,4.0,,,,,,,,,,,,,,,,
92008,2.5,,,,,,,,,,,,,,,3.5,,,,
92048,2.5,,,,,,,,,,,,,,,,,,,
92058,,,,2.0,,,,,2.0,,,,,,,,,,,
92163,,,,,,,,,,,,,,,,,4.0,,,
92198,2.0,,,,,,,,,,,,,,,,,,,
92206,,,,,,,,,2.0,,,,,,,,,,,
92210,,,,,,,,,,,,,,,,,5.0,,,
92234,,,,2.5,,,,,,,,,,,,,,,,
92259,4.0,4.17,3.5,4.0,,,4.0,5.0,2.5,,,,3.83,5.0,,3.5,4.38,3.75,,5.0
92264,2.0,,,,,,,,,,,,,,,,,,,
92309,,,,3.0,,,,,2.0,,,,,,,,,,,
92420,3.33,,,3.0,,,,,1.5,,,,4.0,,,3.75,,,,
92424,,,,,,,,,,,,,,,,,4.0,,,
92439,2.0,,,,,,,,,,,,,,,,,,,
92494,,,,,,,,,5.0,,,,,,,,,,,
92496,,,,,,,,,2.5,,,,,,,,,,,
92498,,,,,,,,,2.5,,,,,,,,,,,
92507,2.75,,,,,,,4.5,2.5,,,,,,,,,,,
92509,,,,,,,,,,,,,4.0,,,,,,,
92535,,,,4.0,,,,4.75,,,,,4.5,,,,,,4.5,
92613,,,,,,,,,,,,,,,,,4.0,,,
92665,2.5,,,,,,,,,,,,,,,,,,,
92681,2.5,,,,,,,,,,,,,,,,,,,
92694,,,,3.5,,,,,,,,,,,,,,,,
92751,,,,4.0,,,,,,,,,,,,,,,,
92756,,,,2.5,,,,,,,,,,,,,,,,
92938,1.0,,,,,,,,,,,,,,,,,,,
92954,,,,,,,,,,,,,,,,,3.0,,,
92966,,,,,,,,,,,,,,,,,4.0,,,
93040,,,,4.0,,,,,,,,5.0,,5.0,,,,,,
93061,,,,,,,,4.5,,,,,,,,,,,,
93242,1.5,,,,,,,,,,,,,,,,,,,
93265,,,,,,,,4.5,,,,,,,,,,,,
93270,2.0,,,,,,,,,,,,1.0,,,,,,,
93272,1.5,,,2.5,,,,,,,,,,,,,,,,
93287,3.25,,,,,,,,,,,,,,,,,,,
93320,,,,5.0,,,,,,,,,,,,,,,,
93324,,,,,,,,5.0,,,,,,,,,,,,
93326,2.5,,,,,,,4.0,1.0,,,,,,,,,4.5,,
93363,3.0,4.0,,3.0,,,,,1.0,,,,,,,3.25,,,,
93422,,,,4.0,,,,,,,,,4.0,,,,,,,
93432,,,,3.0,,,,,,,,,,,,,,,,
93443,,,,3.75,,,,,,,,,5.0,,,,,,,
93498,,,,4.0,,,,,,,,,,,,,,,,
93510,4.25,4.5,,3.83,,,,4.0,3.0,,,,4.0,,,,,4.25,4.0,
93512,,,,3.25,,,,,,,,,3.5,,,,,,,
93563,1.5,,,,,,,,,,,,,,,,,,,
93693,,,,4.0,,,,,,,,,,,,,,,,
93700,,,,4.0,,,,,,,,,,,,,,,,
93721,4.0,,,,,,,,2.0,,,,4.0,,,5.0,,,,
93766,1.0,,,,,,,,,,,,,,,,,,,
93805,3.5,,,,,,,,,,,,,,,,,,,
93831,,,,3.5,,,,,1.75,,,,,,,,,,,
93838,4.0,,,3.83,,,,,,,,,,,,4.5,4.5,,,
93840,,5.0,4.0,3.5,,,,3.0,2.75,,,,4.0,3.5,,4.25,,,,
93855,,,,4.5,,,,,,,,,,,,,,,,
93980,1.5,,,,,,,,,,,,,,,,,,,
93982,2.0,,,,,,,,,,,,,,,,,,,
94011,1.5,,,,,,,,,,,,,,,,,,,
94015,1.5,,4.5,,,,,,1.0,,,,,,,,,,,
94018,2.33,3.5,,2.5,,,,,1.0,,,,,,,3.5,,,,
94024,,,,,,,,,,,,,4.5,,,,,,,
94070,2.5,,,4.0,,,,,,,,,4.0,,,,,,,
94266,2.5,,,3.0,,,,,,,,,,,,,,,,
94323,2.0,,,,,,,,,,,,,,,,4.0,,,
94325,,,,,,,,,,,,,4.0,,,,,,,
94466,3.5,,,5.0,,,,4.0,3.0,,,,5.0,,,0.5,5.0,,,
94478,2.5,,,2.5,,,,,1.0,,,,,,,2.5,,,,
94480,1.0,,,,,,,,,,,,,,,,,,,
94494,2.5,,,,,,,,,,,,,,,,,,,
94672,2.0,,,,,,,,,,,,,,,,,,,
94677,3.5,,,4.0,,,,,4.0,,,,2.5,,,,,,,
94777,2.7,4.5,,1.5,,,,4.0,2.5,,,,4.0,,,4.0,,3.75,,
94780,3.0,,,1.5,,,,,1.5,,,,,,,,,,,1.0
94799,,,,4.0,,,,,,,,,,,,,,,,
94833,3.5,,,3.5,,,,,1.5,,,,,,,,,,,
94864,2.5,4.5,,3.67,,,,4.75,1.5,,,,2.5,,,3.0,,,,2.0
94896,3.0,,,,,,,,,,,,4.0,,,,,,,
94919,2.5,,,,,,,,,,,,,,,,,,,
94931,,,,4.5,,,,,,,,,,,,,,,,
94939,,,,,,,,,,,,,4.5,,,,,,,
94953,2.0,,,2.0,,,,,,,,,,,,,,,,
94959,3.67,4.12,3.0,3.7,3.5,,,5.0,2.83,,,,4.0,,,3.75,4.5,,3.5,3.0
95067,2.5,,,,,,,,,,,,,,,,,,,
95088,,,5.0,3.75,,,,5.0,,,,,3.75,,,,,,,
95105,2.5,,,,,,,,1.0,,,,,,,,,,,
95113,,,,,,,,,,,,,,,,,5.0,,,
95115,,,,,,,,,,,,,,,,,4.5,,,
95135,,,,4.5,,,,3.5,,,,,,,,,,,,
95147,,,,3.5,,,,,,,,,,,,,,,,
95165,,,,3.0,,,,,,,,,,,,,,,,
95167,3.12,,,5.0,,,4.5,4.5,1.0,,,,3.5,3.5,,3.5,,4.0,,
95182,,,,3.0,,,,,,,,,,,,,,,,
95199,,,,,,,,,0.5,,,,,,,,,4.0,,
95201,3.0,,,,,,,,,,,,,,,,,,,
95207,1.75,,,,,,,,,,,,,,,,,,,
95307,2.0,,,3.0,,,,,,,,,3.0,,,,,,,
95309,3.5,,3.5,,,,,,,,,,,,,4.0,,,,
95311,,,,4.0,,,,,1.5,,,,,,,4.5,,,,
95313,,,,,,,,5.0,,,,,,,,,,,,
95375,,,,3.0,,,,,,,,,,,,,,,,
95377,,,,,,,,5.0,,,,,,,,,,,,
95441,2.83,,,3.67,,,,,2.5,,,,2.0,,,2.0,3.5,,,
95443,,,,,,,,,0.5,,,,,,,,,,,
95449,1.5,,,4.0,,,,,,,,,,,,,,4.5,,
95473,,,,3.5,,,,,,,,,,,,,,,,
95475,,,,4.5,,,,,,,,,,,,,,,,
95499,,,,4.5,,,,,,,,,,,,,,,,
95508,3.5,,,,,,,,,,,,,,,,,,,
95510,3.0,,4.0,3.4,0.5,,4.0,5.0,2.0,,,,3.75,,,4.0,3.0,4.25,,
95543,,,,3.0,,,,,,,,,,,,,,,,
95558,,,,4.0,,,,,1.0,,,,,,,,3.5,,,
95567,,,,,,,,,,,,,,,,,,4.5,,
95583,2.5,,,3.0,,,,,,,,,,,,,,,,
95654,,,,,,,,3.5,,,,,,,,,,,,
95720,2.25,,,3.0,,,,,,,,,,,,,,,,
95740,,,,,,,,,0.5,,,,,,,,,,,
95744,2.5,,,,,,,,,,,,,,,,,,,
95752,,,,,,,,,,,,,,,,,4.5,,,
95761,,,,,,,,,,,,,,,,4.0,,,,
95780,,,,3.5,,,,,,,,,,,,,,,,
95782,,,,3.5,,,,,,,,,,,,,,,,
95858,,,,4.0,,,,5.0,,,,,,,,4.0,,,,
95873,,,,4.0,,3.5,,,,,,,,,,,4.0,,,
95875,2.38,,,3.33,,,,,1.5,,,,,,,3.5,,,,
95949,3.5,,,,,,,,,,,,,,,,,,,
95963,,,,3.5,,,,,,,,,,,,,,,,
95965,,,,4.5,,,,,,,,,,,,,,,,
96004,,,,4.0,,,,,,,,,,,,,,,,
96007,,,,3.5,,,,,,,,,,,,,,,,
96020,,,,,,,,,,,,,,,,,4.0,,,
96075,,,,5.0,,,,,,,,,,,,,,,,
96079,3.67,5.0,,4.25,,,4.0,4.75,3.0,,,,3.38,4.0,,3.5,4.5,4.5,,3.0
96110,4.0,,,3.0,,,,,2.0,,,,1.0,,,,,,,
96114,2.0,,,,,,,,,,,,,,,,,,,
96150,,,,,,,,,2.0,,,,,,,,,,,
96281,3.0,,,3.0,,,,,,,,,,,,,,,,
96314,,,,3.5,,,,,,,,,,,,,,,,
96373,,,,,,4.0,,,,,,,,,,,,,,
96417,2.5,,,,,,,,,,,,,,,,,,,
96432,,,,3.0,,,,,,,,,,,,,,,,
96448,2.5,,,,,,,,,,,,,,,,,,,
96467,,,,3.5,,,,,,,,,5.0,,,,,,,
96488,,,,4.25,,,,,3.25,,,,,,,,,,,
96490,,,,,,,,,2.0,,,,,,,,,,,
96530,2.5,,,,,,,,,,,,,,,,,,,
96563,,,,4.0,,,,,3.0,,,,,,,,,,,
96565,,,,1.5,,,,,,,,,,,,,,,,
96588,3.5,,,3.83,,,,,,,,,5.0,,,,,,4.0,
96590,2.5,,,,,,,,,,,,,,,,,,,
96606,,,,3.0,,,,,,,,,,,,,5.0,,,
96610,2.5,2.0,,3.9,,,4.5,4.83,1.5,,,,,4.0,,3.5,4.5,,,2.5
96616,1.5,,,,,,,3.0,,,,,,,,,,,,
96634,,,,,,,,,1.0,,,,,,,,,,,
96655,,,,4.0,,,5.0,,,,,,,,,,,,,
96667,,,,,,,,,2.5,,,,,,,,,,,
96691,2.0,,,,,,,,,,,,,,,,,,,
96726,1.5,,,,,,,,,,,,,,,,,,,
96728,,,,3.5,,,,,4.0,,,,5.0,,,,,,,
96737,2.75,,,3.67,,,,,2.5,,,,,,,4.5,,,,3.0
96792,,,,3.5,,,,,,,,,,,,,,,,
96811,,,,4.0,,,,,,,,,,,,4.0,,,,
96815,,,,,,,,,3.0,,,,,,,,,,,
96821,3.33,,,4.25,,4.0,5.0,4.25,2.5,,,,,,,4.0,4.5,4.0,4.0,
96829,,4.0,,4.5,,,,,3.0,,,,5.0,,,,4.5,,,
96832,,,,,,,,,,,,,,,,,5.0,,,
96849,,,,3.0,,,,,,,,,,,,,,,,
96861,1.83,,,,,,4.0,,,,,,,,,,,,,
96863,1.5,,,,,,,,,,,,,,,,,,,
96901,,,,4.0,,,,,,,,,,,,,,,,
96911,,,,,,,,5.0,,,,,4.0,,,,,,,
97057,,,,,,,,5.0,,,,,,,,,,,,
97168,2.5,,,,,,,,,,,,,,,,,,,
97188,,,,2.5,,,,,3.0,,,,,,,,,,,
97225,2.25,,3.0,3.5,,,,5.0,,,,,,,,,,,,
97230,,,,,,,,,,,,,,,,,5.0,,,
97254,,,,3.5,,,,,,,,,,,,,,,,
97304,4.0,4.5,,4.0,3.0,,4.0,4.75,2.75,,,,,4.0,,3.75,4.5,4.0,,
97306,,4.5,,3.62,,,,,,,,,4.0,,,4.0,4.5,,,
97328,3.0,,,,,,,,,,,,,,,,,,,
97393,,,,,,,,,3.5,,,,,,,,,,,
97395,,,,4.0,,,,,,,,,,,,,,,,
97470,1.5,,,,,,,,,,,,,,,,,,,
97593,,,,,,,,,3.5,,,,,,,,,,,
97639,,,,3.5,,,,,,,,,,,,,,,,
97673,,4.5,,4.5,,,,,,,,,,,,,,,,
97742,2.0,,,,,,,,,,,,,,,,,,,
97744,,,,,,,,,,,,,4.5,,,,,,,
97752,2.33,,,3.71,,,,5.0,,,,,4.5,,,,3.5,,,2.0
97757,,2.0,,,,,,,,,,,,,,,,,,
97817,,,,4.0,,,,,,,,,,,,,,,,
97826,,5.0,,,,,,,,,,,,,,,,,,
97836,2.5,,,,,,,,,,,,1.0,,,,,,,
97858,2.0,,,,,,,,,,,,,,,,,,,
97860,2.25,,,3.5,,,,,,,,,,,,,4.0,,,
97866,,,,4.0,,,,,3.5,,,,4.25,,,,,,,
97870,4.0,,,,,,,,,,,,,,,,,,,
97895,,,,,,,,,,,,,3.5,,,,,,,
97913,3.25,4.0,,3.67,,,4.5,4.5,1.75,,,,3.67,,,4.0,3.5,4.0,4.0,3.0
97921,3.25,5.0,3.25,4.0,,4.0,,4.5,2.5,,,,2.0,,,4.5,3.5,,,
97923,3.33,,,4.0,,,,,3.0,,,,2.0,,,,4.0,,,
97936,3.0,,,3.0,,,,,,,,,,,,,,,,
97938,3.0,5.0,2.0,3.93,3.0,,4.25,4.0,3.5,,,4.0,3.75,,,,3.5,3.5,,4.5
97957,,,,4.0,,,,,5.0,,,,,,,,,,,
97994,,,,3.5,,,,,,,,,,,,,,,,
98000,,,,,,,4.0,,,,,,,,,,,,,
98056,,,,3.0,,,,,3.0,,,,,,,,4.5,,,
98083,3.0,,,,,,,,2.0,,,,,,,,,,,
98122,4.0,,,,,,,,0.5,,,,,,,,,,,
98124,4.0,,,,,,,5.0,,,,,3.5,,,,,,,
98126,,,,,,,5.0,,,,,,,,,,,,,
98154,3.25,,,4.25,,,,4.25,0.5,,,,,,,,,,,
98160,1.5,,,,,,,,,,,,,,,,,,,
98175,1.5,,,,,,,,,,,,,,,,,,,
98230,3.5,,,,,,,,,,,,,,,,,,,
98243,3.0,,,3.25,,,,,,,,,4.0,,,,,,,
98279,3.0,,,,,,,,,,,,,,,,,,,
98296,2.0,,,,,,,,,,,,,,,,,,,
98369,,,,3.0,,,,,,,,,,,,,,,,
98441,,,,4.0,,,,,,,,,,,,,,,,
98458,,,,2.0,,,,,,,,,,,,,,,,
98473,,,,3.5,,,,,,,,,,,,,,,,
98491,4.5,,,,,,4.5,5.0,,,,,5.0,,,5.0,4.0,,,
98585,3.0,,,,,,,,,,,,,,,,,,,
98587,,5.0,,,,,,,,,,,,,,,,,,
98604,,,,,,,,,,,,,,,,4.0,,,,
98607,,,,3.75,,,,,,,,,,,,,,,,
98611,,,,3.0,,,,,,,,,,,,,,,,
98615,,,,,,,,5.0,,,,,,,,,,,,
98795,,,,4.0,,,,,,,,,,,,,,,,
98803,,,,3.0,,,,,,,,,,,,,,,,
98809,3.12,3.0,,4.0,,,4.5,4.5,1.25,,,,3.6,4.0,,4.5,,4.25,3.0,2.0
98829,,,,4.0,,,,,,,,,,,,,,,,
98836,2.0,,,,,,,,,,,,,,,,,,,
98908,1.5,,,,,,,,,,,,,,,,,,,
98913,,,,4.0,,,,,,,,,,,,,,,,
98933,,,,,,,,,,,,,,,,,5.0,,,
98961,3.5,,,4.17,,,,4.5,2.5,,,,,,,,,,,
98963,,,,,,,,,,,,,,,,,5.0,,,
99005,1.5,,,,,,,,,,,,,,,,,,,
99007,4.0,,,3.5,,,,,1.0,,,,4.0,,,3.5,,2.5,,
99030,,,,,,,,,,,,,,,,,5.0,,,
99085,,,,2.5,,,,,,,,,,,,,,,,
99089,,,,4.0,,,,,,,,,,,,,,,,
99106,2.5,,,,,,,,,,,,,,,,,,,
99112,2.5,,,3.25,,,,,3.5,,,,,,,,,,,3.5
99114,3.75,4.2,4.0,4.0,4.0,4.5,4.5,4.5,2.5,,,,3.86,,,4.25,4.5,4.0,1.5,2.5
99117,2.0,,,2.5,,,,,,,,,2.0,,,,,,,
99145,3.5,,,4.17,,,,,,,,,,,,,,,,
99149,3.75,2.5,,4.0,,,,5.0,1.0,,,,,,,,,,,
99220,,,,3.0,,,,,,,,,,,,,,,,
99270,,,,2.5,,,,,,,,,,,,,,,,
